지역명,의료 평균접근성,학생수,교원수,교원 1인당 학생수,보증금(만원),월세금(만원),종합월부담,종합부담등급,의료 등급,교육 인프라 등급,월세등급,summary,인구수,면적
경상북도 울진군,0.001478559,9977,1298,7.69,568.8256659,44.53389831,46.9,상,하,중,상,"경상북도 울진군은 의료 접근성이 뛰어나고 대부분의 교사가 학생당 주의를 기울일 수 있을 정도로 적당한 학생-교원 비율을 보유하고 있습니다. 또한, 상급 의료 및 월세 등급을 가지고 있지만 교육 인프라 등급은 낮은 편이며, 종합부담 등급은 중하에 위치해 있습니다.",46124,990656574.0
경상북도 의성군,0.001904739,29859,3188,9.37,567.2680412,41.06185567,43.43,중,중,중,중,"경상북도 의성군은 의료 및 교육 평균접근성이 중간 수준이며, 보증금과 월세는 중간 수준으로, 종합적으로는 중간 수준의 부담을 가지고 있는 지역입니다. 교원 1인당 학생수는 9.37로 적당한 수준을 유지하고 있습니다.",48690,1174576529.3
경상북도 청도군,0.001596872,1518,370,4.1,555.5555556,32.22222222,34.54,하,하,하,하,"경상북도 청도군은 의료와 교육 인프라가 저렴하면서도 편리한 접근성을 가지고 있으며, 월세 및 보증금 역시 저렴한 편으로 소득대비 부담이 낮은 지역입니다.",40582,698450675.0
경상북도 청송군,0.001368426,1611,334,4.82,551.4842298,43.64755922,45.95,상,하,하,상,"경상북도 청송군은 의료 평균접근성과 월세금이 낮지만 보증금이 높은 지역으로, 교육 인프라 등급과 종합부담등급이 낮은 편이며 의료 및 월세등급은 상으로 평가되는 곳입니다.",23716,846147098.1
경상북도 칠곡군,0.001834618,84540,7330,11.53,549.5652174,40.91304348,43.2,중,중,상,중,"경상북도 칠곡군은 의료와 교육 분야에서 중등급의 서비스를 제공하고 있으며, 월세 부담은 중하 수준으로 평가됩니다. 지역 내에서는 의료에 대한 평균접근성이 높고 교사와 학생 간의 비율 역시 적절한 수준을 유지하고 있습니다.",107383,451038017.5
경상북도 포항시,0.0016089,10059,1390,7.24,548.1803279,39.13770492,41.42,중,하,중,중,"경상북도 포항시는 의료와 교육 분야에서 중간 수준의 서비스를 제공하며, 교원 1인당 학생수가 낮고 학생수가 많은 특징을 가지고 있습니다. 부동산 부담도 중간 수준으로, 월세는 중등급에 해당하며, 보증금은 비교적 높은 수준에 위치합니다.",491581,1130727253.3
세종특별자치시,0.002741627,1660,393,4.22,546.875,44.75,47.03,상,상,하,상,"대한민국의 세종특별자치시는 의료와 교육 인프라가 우수한 지역으로, 월세 및 종합부담이 상대적으로 낮은 편이며, 학생과 교원 간의 비율도 적당한 수준을 유지하고 있습니다.",390685,465008547.3
전라남도 강진군,0.003816123,2668,524,5.09,542.8571429,39.71428571,41.98,중,상,하,중,"전라남도 강진군은 의료 및 교육 평균접근성이 낮지만 보증금과 월세금은 상대적으로 낮은 지역으로, 교육 인프라 등급이 높으며 종합부담 및 월세등급은 중하 수준의 특징을 가지고 있습니다.",32189,500883514.4
전라남도 고흥군,0.002764544,3391,608,5.58,537.5,41.625,43.86,중,상,하,중,"전라남도 고흥군은 의료 서비스에 평균적으로 높은 접근성을 보이며, 학생들에게 학습환경을 제공하는 교육 인프라가 잘 갖춰진 지역으로, 월세 부담이 상대적으로 낮은 곳으로 파악됩니다.",60190,807210066.4
전라남도 곡성군,0.002643901,1922,335,5.74,533.1232092,37.83094556,40.05,중,중,하,중,"전라남도 곡성군은 의료 및 교육 접근성이 중간 수준으로 평가되며, 월세 부담이 중간 수준에 속하고 보증금 부담이 낮은 편에 속하는 지역입니다.",26566,547336239.1
전라남도 광양시,0.002418303,18320,1867,9.81,527.9405286,43.59471366,45.79,상,중,중,상,전라남도 광양시는 의료 및 교육 인프라가 소상이지만 월세와 보증금 부담이 높은 중간 등급의 지역입니다. 학생과 교원의 비율은 적절하며 의료 및 교육 등급은 상 중간 수준에 해당됩니다.,154692,464813089.4
전라남도 구례군,0.00235946,1670,311,5.37,527.8978723,37.71798839,39.92,중,중,하,중,"전라남도 구례군은 의료와 교육 평균접근성이 중간 수준으로 높은 보증금과 학생수, 적정한 월세에 중하등급의 종합부담을 가지고 있는 지역입니다. 교원 1인당 학생수는 적절하며 교육 인프라 등급은 중이나 월세금은 중간 수준에 해당됩니다.",24025,442956925.3
전라남도 나주시,0.0025545,14377,1744,8.24,526.6666667,39.28888889,41.48,중,중,중,중,"전라남도 나주시는 의료와 교육 분야에서 중간 수준의 서비스를 제공하는 지역으로, 월세 부담이 중간 수준이며 학생 대비 교원 수는 8.24명으로 상대적으로 적은 교원 수를 가지고 있습니다.",116654,608458483.4
전라남도 담양군,0.002224963,3434,534,6.43,524.4793153,42.7232525,44.91,상,중,하,상,"전라남도 담양군은 의료 및 교육 접근성이 낮지만, 상위 등급의 의료 및 월세 서비스를 갖추고 있으며, 학생수 대비 교원 수도 적절한 수준을 유지하고 있습니다. 종합적으로는 월세 부담이 높아도 교육 인프라 등급이 중위 수준이며, 의료 서비스 등급은 상위에 속하는 지역입니다.",44623,455074450.8
전라남도 목포시,0.004874268,30217,2681,11.27,519.4262295,38.82786885,40.99,중,상,상,중,"전라남도 목포시는 의료와 교육 인프라가 소득에 비해 높은 수준으로 제공되는 지역으로, 월세 및 보증금 부담도 중하게 평가되는 동시에 의료 및 교육 부담도 상위 등급에 속하는 것으로 나타납니다.",209890,51728902.6
전라남도 무안군,0.002743952,11230,1136,9.89,512.5,34.25,36.39,하,상,중,하,"전라남도 무안군은 학생 수에 비해 교원 수가 적절하고, 교육 인프라 등급이 높은 지역으로 평균적으로 학업환경이 우수하며, 월세 부담이 낮은 지역으로 평가됩니다.",92687,451318180.8
전라남도 보성군,0.001973343,2673,534,5.01,509.0909091,36.36363636,38.48,하,중,하,중,"전라남도 보성군은 의료 접근성이 낮지만 학생과 교원의 비율이 적절하며 교육 인프라가 중간 수준인 지역으로, 월세 부담이 중간 수준이고 종합적으로는 부담이 낮은 편입니다.",37045,664693265.4
전라남도 순천시,0.002327635,35580,3333,10.68,500.0,35.4,37.48,하,중,상,하,"전라남도 순천시는 학생과 교원의 비율이 적절하면서도 학생들의 의료 접근성이 높은 지역으로, 임차 보증금과 월세금이 비교적 낮아 가계 부담이 적은 점이 특징입니다.",276329,911062648.7
전라남도 신안군,0.003552385,1690,499,3.39,499.8695652,39.04347826,41.13,중,상,하,중,"전라남도 신안군은 교육 인프라가 뛰어나며 학생들에 대한 교육 환경이 우수한 지역으로, 의료 서비스는 중급 수준으로 제공되고 있습니다. 부동산 부담은 상대적으로 낮은 편에 속하며 월세 부담도 중간 정도 수준입니다.",38173,656278885.8
전라남도 여수시,0.003333822,29787,3041,9.8,497.6393659,40.11889036,42.19,중,상,중,중,"전라남도 여수시는 중등급의 의료 및 종합부담 등급을 갖고 있으며, 교육 인프라 등급은 상이며 학생 1인당 교원수는 9.8로, 월세는 중급 수준에 위치하고 있습니다.",267816,512335699.8
전라남도 영광군,0.003165372,4412,622,7.09,493.66731,54.35020784,56.41,상,상,하,상,"전라남도 영광군은 의료 및 교육 평균접근성이 높고, 월세 및 종합부담 등급이 높지만 전반적인 종합부담은 낮은 지역으로, 교원 1인당 학생수가 비교적 낮은 교육 환경을 제공하며 학생들에게 안정적인 보금자리를 제공하는 특성을 가지고 있습니다.",52098,474516579.7
전라남도 영암군,0.002333176,4728,758,6.24,485.7142857,35.42857143,37.45,하,중,하,하,"전라남도 영암군은 의료와 교육 평균접근성이 낮고, 월세 및 보증금 부담이 적은 지역으로, 전반적으로 부담이 적은 생활 환경을 제공하며 의료 및 교육 인프라 등급이 중하 수준입니다.",51391,612424600.4
전라남도 완도군,0.002748535,3999,683,5.86,485.6589404,31.73509934,33.76,하,상,하,하,"전라남도 완도군은 의료 및 교육 평균접근성이 낮고 월세 부담이 낮은 지역으로, 교육 인프라는 우수하고 종합부담등급이 낮은 특징을 가지고 있습니다.",45631,396867359.5
전라남도 장성군,0.002266242,3620,552,6.56,483.8709677,36.12903226,38.15,하,중,하,하,"전라남도 장성군은 의료 및 교육 접근성이 낮고 월세 부담이 적은 지역으로, 학생과 교원의 비율이 적절한 교육 인프라가 구축되어 있습니다.",42026,518266511.1
전라남도 장흥군,0.002681607,2544,449,5.67,480.0,33.8,35.8,하,중,하,하,"전라남도 장흥군은 의료 및 교육 서비스의 접근성이 낮지만, 부담금이 낮고 학생 수 대비 교원 수가 비교적 높은 지역으로 분류됩니다. 의료 및 교육 인프라 등급은 중하 수준이며 월세 금액도 상대적으로 경제적으로 부담이 적은 편입니다.",34451,622378369.0
전라남도 진도군,0.002600645,2169,379,5.72,478.7519237,43.21237304,45.21,상,중,하,상,"전라남도 진도군은 의료와 교육 분야에서 상급 서비스를 제공하고 있으며, 월세 부담이 높은 편이지만 학생 대비 교원 수는 적당한 수준을 유지하고 있습니다.",28478,440110594.5
전라남도 함평군,0.002326681,2333,452,5.16,466.6666667,41.66666667,43.61,중,중,하,중,"전라남도 함평군은 의료와 교육 분야에서 중간 수준의 서비스를 제공하고 있으며, 월세 부담이 중간 수준으로 책정되어 있습니다.",30010,392064496.4
전라남도 해남군,0.002313972,4947,711,6.96,462.9051383,36.03952569,37.97,하,중,하,하,"전라남도 해남군은 의료 및 교육 접근성이 낮고 어려운 지역으로 평가되며, 월세 및 종합부담 등급도 낮은 수준에 속합니다. 해당 지역은 보증금과 월세 금액이 비교적 적게 요구되지만, 교원 1인당 학생수는 상대적으로 높은 수준을 보여줍니다.",63120,1045155714.0
전라남도 화순군,0.002993864,5360,711,7.54,462.4375,34.3125,36.24,하,상,중,하,"전라남도 화순군은 의료 및 교육 분야에서 접근성이 낮지만 교육 인프라는 우수한 지역으로, 월세 및 종합부담 부담도 낮아 경제적으로 부담이 적은 특징을 갖고 있습니다.",60735,787182369.3
전북특별자치도 고창군,0.002528042,28801,2606,11.05,458.9583333,31.85416667,33.77,하,중,상,하,"전북특별자치도 고창군은 의료와 교육 분야에서는 중하 등급을 갖춘 지역으로, 월세 부담이 낮고 학생 대비 교원 수도 적절한 수준을 보유하고 있습니다. 종합적으로는 상 등급을 갖는 지역으로, 지역 내에서의 주거와 교육 환경이 안정적인 것으로 나타납니다.",50982,607439094.9
전북특별자치도 군산시,0.002909912,25087,2551,9.83,457.1811594,40.69202899,42.6,중,상,중,중,"전북특별자치도 군산시는 의료 및 교육 인프라가 상당히 향상되어 있으며, 월세 및 종합부담 등급이 중간 수준에 있습니다. 학생 수 대비 교원 수가 적절하며, 의료 평균접근성도 양호한 편입니다.",258047,399383880.6
전북특별자치도 김제시,0.00255053,1798,289,6.22,449.25,37.85,39.72,중,중,하,중,"전북특별자치도 김제시는 의료 및 교육 서비스에 대한 평균적인 접근성을 가지고 있으며, 월세 부담이 중간 수준으로 평가되지만 종합적으로는 부담이 낮은 지역으로 분류됩니다.",80635,546069418.4
전북특별자치도 남원시,0.002725582,59260,5129,11.55,442.3076923,37.0,38.84,중,상,상,중,"전북특별자치도 남원시는 의료 및 교육 접근성이 뛰어나며, 보증금과 월세금이 상대적으로 저렴한 편이며, 교육 및 종합부담 등급이 높은 지역으로 분류됩니다.",75647,752205091.2
전북특별자치도 무주군,0.001604525,15433,1571,9.82,440.0,34.2,36.03,하,하,중,하,"전북특별자치도 무주군은 의료 및 교육 인프라 등급이 낮지만, 월세 및 종합부담 등급은 낮은 편으로 평가됩니다. 학생수 대비 교원수가 적어 교원 1인당 학생수가 상대적으로 높은 특징을 가지고 있습니다.",23032,632051983.9
전북특별자치도 부안군,0.0019468,5890,772,7.63,438.6291763,41.90175323,43.73,중,중,중,중,"전북특별자치도 부안군은 의료와 교육 접근성이 중상으로, 학생 수에 비해 교원 수가 상대적으로 높은 편이며 부동산 부담도 중상 수준입니다.",48066,495171702.2
전북특별자치도 순창군,0.001736184,1850,350,5.29,436.0,37.2,39.02,중,하,하,중,"전북특별자치도 순창군은 의료 및 교육 접근성이 낮고 월세 부담이 중간 수준인 지역으로, 교사 1인당 학생 수가 낮은 반면 학생수 대비 의료 서비스가 부족한 특징을 보입니다.",26822,495947496.1
전북특별자치도 완주군,0.001374177,8772,1190,7.37,431.8181818,36.36363636,38.16,하,하,중,중,"전북특별자치도 완주군은 의료 및 교육 평균접근성이 낮고 보증금과 월세가 상대적으로 낮은 편이며, 종합부담 및 월세 부담이 중간 수준인 지역입니다.",99279,821382898.8
전북특별자치도 익산시,0.0030528,2347,398,5.9,430.0,33.0,34.79,하,상,하,하,"전북특별자치도 익산시는 의료 및 교육 분야에서 저렴한 부담금과 높은 접근성을 가지고 있으며, 교육 인프라 등급이 높은 지역으로 평가되고 있습니다.",268001,506591055.1
전북특별자치도 임실군,0.001709065,18104,1871,9.68,428.125,37.78125,39.57,중,하,중,중,"전북특별자치도 임실군은 의료 및 교육 인프라가 중하급 수준이며, 보증금과 월세금이 중간 수준으로 평균적인 생활비 부담이 되는 지역입니다.",25577,597153571.6
전북특별자치도 장수군,0.002036157,2030,334,6.08,422.4796748,34.68699187,36.45,하,중,하,하,"전북특별자치도 장수군은 의료 및 교육 평균접근성이 낮고 월세 부담이 낮은 지역으로, 교원 1인당 학생수가 낮아 교육 환경이 비교적 좋은 편이며 종합부담 등급이 낮아 생활비 부담이 상대적으로 적은 특징을 가지고 있습니다.",20663,533180569.8
전북특별자치도 전주시,0.005402947,934,201,4.65,422.0962343,38.94142259,40.7,중,상,하,중,"전북특별자치도 전주시는 의료 및 교육 접근성이 높고 월세 부담이 중간 수준인 지역으로, 학생 수 대비 교원 수가 적정한 교육 인프라를 보유하고 있습니다. 종합부담 등급은 낮지만 월세 등급이 중간 수준이며 보증금은 비교적 높은 편이며 의료 시설은 중급 수준입니다.",635651,205988955.9
전북특별자치도 정읍시,0.002592535,9834,1006,9.78,418.1818182,35.86363636,37.61,하,중,중,하,"전북특별자치도 정읍시는 의료 접근성이 매우 낮고 보증금과 월세가 상대적으로 낮은 편이며, 학생당 교원 비율은 비교적 높은 수준을 보입니다. 또한 교육 인프라 등급은 중이지만 종합부담등급은 중하 수준으로 평가됩니다.",102127,693302217.4
전북특별자치도 진안군,0.002119053,7693,954,8.06,406.0457516,41.39379085,43.09,중,중,중,중,"진안군은 의료 및 교육 평균접근성이 중등수준으로 높고, 월세 및 종합부담 등급도 중위 수준으로 안정적인 지역으로 파악됩니다. 지역 내 교원 1인당 학생수는 8명으로 학생들에 대한 교육 지원이 활발하게 이루어지고 있습니다.",24161,789130306.7
제주특별자치도 서귀포시,0.001608194,4438,584,7.6,405.2059146,41.8543264,43.54,중,하,중,중,"제주특별자치도 서귀포시는 의료 및 교육 접근성이 보통 수준이며, 월세 및 종합부담 등급은 중간 수준에 해당하는 지역으로, 교원 1인당 학생수는 비교적 낮은 7.6으로 안정적인 교육 환경을 제공하고 있습니다.",182020,871517498.9
제주특별자치도 제주시,0.002047838,472,94,5.02,402.9923664,43.4519084,45.13,상,중,하,상,"제주특별자치도 제주시는 의료와 교육 접근성이 뛰어나며 월세 등급이 높고 보증금이 비교적 높은 지역입니다. 종합부담 등급은 하지만 교육 인프라 등급은 중수준으로, 교원 1인당 학생수가 낮아 교육 환경이 좋은 편이며 의료 등급은 상이지만 일반적인 생활비 부담이 낮은 편입니다.",488348,978729292.1
충청남도 계룡시,0.001260155,3816,537,7.11,401.75625,39.5525,41.23,중,하,하,중,충청남도 계룡시는 의료 및 교육 평균접근성이 낮고 보증금 및 월세금이 상대적으로 낮은 수준에 위치한 지역입니다. 또한 교원 1인당 학생수가 적고 종합부담 및 교육 인프라 등급이 낮은 특징을 가지고 있습니다.,46540,60696549.7
충청남도 공주시,0.001709165,2314,461,5.02,397.3289347,40.84293531,42.5,중,하,하,중,충청남도 공주시는 의료 및 교육 접근성이 낮지만 보증금과 월세는 상대적으로 낮은 수준으로 형성되어 있습니다. 이에 따라 종합부담 등급은 낮으나 교육 인프라 등급은 상대적으로 낮은 수준에 위치하고 있습니다.,101285,864160696.3
충청남도 금산군,0.001939977,2849,387,7.36,395.0220994,34.96685083,36.61,하,중,중,하,"충청남도 금산군은 의료 및 교육 분야에서 대체적으로 중하 등급을 보이며, 학생 수 대비 교원 수 비율이 상대적으로 낮은 지역으로 나타납니다. 주택 부담면에서는 보증금과 월세 금액이 낮아 종합 부담 등급이 중하 수준이며, 월세 등급은 낮은 수준으로 평가됩니다.",49615,577248455.1
충청남도 논산시,0.002449372,1204,282,4.27,391.9047619,39.19047619,40.82,중,중,하,중,"충청남도 논산시는 의료 및 교육 평균접근성이 낮고, 월세 및 보증금 부담이 상대적으로 낮은 지역으로 평가됩니다. 논산시의 학생수 대비 교원수는 적절하며, 종합부담 등급은 다소 낮은 편입니다.",108529,556175413.0
충청남도 당진시,0.001805467,13062,1353,9.65,386.9565217,37.56521739,39.18,중,중,중,중,"충청남도 당진시는 의료와 교육 인프라가 중급으로 평가되며, 월세 부담이 중위 수준인 지역으로, 학생수 대비 교원 수가 적당한 교육환경을 제공하고 있습니다.",171931,705634266.7
충청남도 보령시,0.001835598,58883,5218,11.28,377.1416667,35.83333333,37.4,하,중,상,하,충청남도 보령시는 의료 및 교육 접근성이 낮지만 부담이 적어 사는 데 비교적 용이한 지역입니다. 또한 교육 인프라 등급은 중이지만 종합부담 등급이 상이므로 교육 및 생활 여건 측면에서 안정적인 환경을 제공하는 것으로 보입니다.,93780,586905281.3
충청남도 부여군,0.001542312,36763,2964,12.4,359.3825605,32.64163306,34.14,하,하,상,하,"충청남도 부여군은 의료와 교육 접근성이 낮지만 부담이 적은 지역으로, 월세는 낮지만 보증금은 상대적으로 높은 특징을 가지고 있습니다. 부여군은 종합부담 등급이 상이지만 의료 및 교육 인프라는 수준이 낮은 것으로 나타납니다.",59550,624642894.2
충청남도 서산시,0.001797099,6657,788,8.45,357.0119658,39.00683761,40.49,중,중,중,중,"충청남도 서산시는 교육 및 의료 인프라가 중급 수준으로 잘 갖춰져 있으며, 학생수 대비 교원 수가 적절한 수준을 유지하고 있습니다. 주택 부담도 중간 수준으로 안정적이며, 의료 서비스와 교육 시설에 접근이 용이한 지역입니다.",174445,742275013.7
충청남도 서천군,0.002117652,4326,640,6.76,352.6666667,35.60714286,37.08,하,중,하,하,충청남도 서천군은 의료 및 교육 서비스에 대한 접근성이 낮지만 월세 및 보증금 부담이 상대적으로 낮은 지역으로 평가됩니다. 또한 학생 대비 교원 수가 적합하며 교육 인프라 등급은 중이고 종합적으로는 하등급으로 평가받습니다.,48204,366117864.2
충청남도 아산시,0.002018069,73330,5916,12.4,351.5,37.18709677,38.65,중,중,상,중,"충청남도 아산시는 의료 및 교육 서비스에 대한 접근성이 우수하며, 보증금 및 월세 금액이 상대적으로 낮은 지역입니다. 종합부담 및 교육 인프라 등급은 상 및 중으로 평가되어, 전반적인 생활환경이 양호한 것으로 파악됩니다.",355014,542809375.3
충청남도 예산군,0.001995122,3320,528,6.29,342.1052632,35.36842105,36.79,하,중,하,하,"충청남도 예산군은 의료와 교육 분야에서 접근성이 낮고 부담금이 비교적 낮은 지역으로, 교육 인프라는 중위 수준이며 월세 부담이 적은 것이 특징입니다.",78772,542717429.9
충청남도 천안시,0.002209913,9006,1046,8.61,341.3756345,35.01861252,36.44,하,중,중,하,"충청남도 천안시는 의료 및 교육 평균접근성이 낮아서 서비스 이용이 어려울 수 있지만, 월세 및 종합월부담 등급이 낮아 주거 부담이 비교적 낮은 지역입니다. 전반적으로 교육 인프라 등급은 중이지만, 의료 및 월세등급이 하여서 거주 환경은 보다 안정적일 수 있습니다.",659920,636174614.0
충청남도 청양군,0.002051893,11934,1137,10.5,337.5273973,36.92465753,38.33,하,중,상,중,"충청남도 청양군은 학생과 교원 간의 비율이 적절하며, 교육 인프라 등급이 중상 수준으로 높은 교육 수준을 유지하고 있습니다. 또한 의료 접근성은 낮지만 부담금은 상대적으로 높은 편으로 종합부담등급은 상이며 월세는 중위 수준으로 중간 정도의 생활 환경을 제공하고 있습니다.",29658,479249487.5
충청남도 태안군,0.001067224,2096,407,5.15,326.6527153,55.00276721,56.36,상,하,하,상,"충청남도 태안군은 의료 접근성이 매우 낮지만 의료 등급은 상 수준이며, 교육 인프라 등급은 낮지만 학생과 교원의 비율은 상대적으로 좋은 편입니다. 또한 월세금은 상이지만 종합부담 등급은 낮은 편에 속합니다.",60133,516044480.0
충청남도 홍성군,0.002159753,49343,3872,12.74,321.4736842,38.66315789,40.0,중,중,상,중,"충청남도 홍성군은 의료와 교육 평균접근성이 중등급에 속하며, 종합부담 등급은 상으로 평가됩니다. 또한 교원 1인당 학생수는 12.74로 비교적 균형있는 교육 환경을 제공하고 있습니다.",99198,446879698.0
충청북도 괴산군,0.001765896,1552,345,4.5,312.0953039,37.58977901,38.89,중,중,하,중,"충청북도 괴산군은 의료와 교육 인프라가 중급 수준이며, 월세 부담이 중하길으나 종합부담은 하급 수준에 해당합니다. 또한 학생수 대비 교원수가 적절하게 유지되고 있어 학습 환경이 양호한 것으로 나타납니다.",36252,842018871.6
충청북도 단양군,0.00136273,42468,3820,11.12,309.1661721,39.94807122,41.24,중,하,상,중,"충청북도 단양군은 의료와 교육 분야에서 중상급의 서비스를 제공하며, 교원 1인당 학생수가 상대적으로 낮아 교육 환경이 개선되고 있는 지역입니다. 또한 월세금과 종합월부담이 상대적으로 낮아 생활비 부담이 경제적으로 비교적 가볍다는 특징이 있습니다.",27352,779969612.7
충청북도 보은군,0.001418536,5010,679,7.38,295.571003,49.56504469,50.8,상,하,중,상,"충청북도 보은군은 의료 접근성이 낮고 보증금과 월세금이 상대적으로 낮은 지역으로, 학생수 대비 교원수 비율이 높아 교육 인프라가 풍부한 것이 특징입니다. 또한, 종합부담등급은 중으로 중간 정도의 생활비 부담이 있으며, 월세등급은 높은 편에 속하는 것으로 보입니다.",30527,584302174.3
충청북도 영동군,0.001981969,121730,10408,11.7,277.3076923,38.38461538,39.54,중,중,상,중,"충청북도 영동군은 교육 및 의료 인프라가 중급 수준이며, 월세 부담이 중등 수준이라는 특징을 갖고 있습니다. 또한 학생수 대비 교원수가 적당한 수준이며, 보증금이 상대적으로 높은 편에 속합니다.",43551,847013392.0
충청북도 옥천군,0.000998823,14376,1303,11.03,267.1279264,36.14966555,37.26,하,하,상,하,"충청북도 옥천군은 의료 및 교육 서비스에 접근성이 뛰어나고, 학생과 교원의 비율이 균형을 이루는 지역입니다. 또한, 부동산 부담이 낮고 월세 등급도 낮아 생활비 부담이 상대적으로 낮은 곳으로 평가됩니다.",48204,537400838.7
충청북도 음성군,0.001814901,2386,486,4.91,261.4150943,41.21698113,42.31,중,중,하,중,"충청북도 음성군은 의료 및 교육 접근성이 높은데 비해 주거 부담이 낮은 지역으로, 교원 1인당 학생수가 적어 교육 환경이 좋은 특징을 가지고 있습니다.",91236,520107232.1
충청북도 제천시,0.001700654,6151,703,8.75,250.8379888,37.24022346,38.29,하,하,중,중,"충청북도 제천시는 의료와 교육 접근성이 낮고 월세 부담이 중간 정도인 지역으로, 학생 수 대비 교원 수가 상대적으로 적은 편이며 종합적인 부담 등급도 중간 수준에 해당됩니다.",128569,882768354.0
충청북도 증평군,0.00111586,2772,439,6.31,250.0,30.8,31.84,하,하,하,하,"충청북도 증평군은 의료 및 교육 평균접근성이 낮고 월세 및 보증금 부담이 적은 지역으로, 현재 의료 및 교육 인프라가 개선이 필요한 상태입니다.",37171,81800833.8
충청북도 진천군,0.001982916,2320,488,4.75,244.0319149,42.35106383,43.37,중,중,하,상,"충청북도 진천군은 의료와 교육 분야에서 중간 수준의 서비스를 제공하고 있으며, 월세 부담이 높은 편이지만 종합적인 부담은 낮은 편에 속합니다. 학생수 대비 교원 수가 적절하게 유지되어 학생들에게 적절한 교육 환경을 제공하고 있습니다.",86537,407361626.7
충청북도 청주시,0.002194354,19312,2013,9.59,144.4444444,28.0,28.6,하,중,중,하,"충청북도 청주시는 의료와 교육 평균접근성이 낮지만, 보증금과 월세금은 상대적으로 낮은 수준에 위치하고 있습니다. 또한 종합월부담 등급은 중으로 분류되어 있으며, 교육 인프라 등급은 중이지만 의료 등급은 하에 해당됩니다.",854537,941012223.7
충청북도 충주시,0.001959972,64772,5244,12.35,125.0,20.0,20.52,하,중,상,하,"충청북도 충주시는 의료 및 교육 접근성이 뛰어나며, 월세 및 종합부담 등급이 낮아 생활비 부담이 적은 지역으로 나타납니다. 학생 수 대비 교원 수가 적절하게 유지되고 있는 것으로 보아 교육 환경이 잘 조성된 곳으로 파악됩니다.",207241,983186278.6
